transaction_date,device_id,start_kwh,end_kwh,kwh,onpeak_kwh,offpeak_kwh,holiday_kwh,ex_onpeak_kwh,ex_offpeak_kwh,ex_holiday_kwh,update_date,start_date,end_date
9/27/2022,6,2578251.008,2582014.208,3763.2,3454.916,308.252,0,0.771,1.086,0,59:03.0,59:33.0,59:03.0
9/26/2022,6,2576505.088,2578251.008,1745.92,1497.988,247.786,0,0.755,0.959,0,59:33.0,59:42.0,59:33.0
9/25/2022,6,2574429.44,2576505.088,2075.648,0,0,2075.712,0,0.002,1.505,59:42.0,57:56.0,59:42.0
9/24/2022,6,2571570.688,2574429.44,2858.752,0,0,2858.908,0,0,1.721,57:56.0,59:18.0,57:56.0
9/23/2022,6,2568476.928,2571570.688,3093.76,2753.964,339.686,0,1.138,0.921,0.001,59:18.0,59:38.0,59:18.0
9/22/2022,6,2565392.128,2568476.928,3084.8,2771.88,312.902,0,0.718,0.92,0,59:38.0,59:08.0,59:38.0
9/21/2022,6,2562295.296,2565392.128,3096.832,2767.612,329.327,0,0.736,0.929,0,59:08.0,59:08.0,59:08.0
9/20/2022,6,2558817.536,2562295.296,3477.76,3108.604,369.015,0,0.746,0.976,0,59:08.0,58:57.0,59:08.0
9/19/2022,6,2555274.752,2558817.536,3542.784,3030.756,512.086,0,0.766,0.909,0,58:57.0,59:42.0,58:57.0
9/18/2022,6,2551476.224,2555274.752,3798.528,0,0,3798.516,0,0.002,1.63,59:42.0,58:58.0,59:42.0
9/17/2022,6,2542209.536,2551476.224,9266.688,3926.388,415.221,4924.982,1.476,1.087,1.623,58:58.0,30:24.0,58:58.0
9/15/2022,6,2537434.112,2542209.536,4775.424,4285.5,490.1,0,0,0.695,0,30:24.0,59:32.0,30:24.0
9/14/2022,6,2533669.12,2537434.112,3764.992,3227.966,536.874,0,0.749,0.887,0,59:32.0,59:57.0,59:32.0
9/13/2022,6,2530037.504,2533669.12,3631.616,3279.934,351.741,0,0.73,0.935,0,59:57.0,59:15.0,59:57.0
9/12/2022,6,2525837.824,2530037.504,4199.68,3755.788,443.859,0,0.748,1.001,0,59:15.0,59:31.0,59:15.0
9/11/2022,6,2521969.408,2525837.824,3868.416,0,0,3868.468,0,0.002,1.636,59:31.0,59:58.0,59:31.0
9/10/2022,6,2518341.12,2521969.408,3628.288,0,0,3628.296,0,0,1.691,59:58.0,59:13.0,59:58.0
9/9/2022,6,2514979.84,2518341.12,3361.28,2885.85,475.545,0,0.744,0.916,0.001,59:13.0,59:50.0,59:13.0
9/8/2022,6,2512759.552,2514979.84,2220.288,1855.852,364.34,0,0.777,0.861,0,59:50.0,59:39.0,59:50.0
9/7/2022,6,2509230.08,2512759.552,3529.472,3304.699,224.762,0,0.735,0.948,0,59:39.0,59:28.0,59:39.0
9/6/2022,6,2505852.928,2509230.08,3377.152,2903.835,473.319,0,0.797,0.9,0,59:28.0,59:45.0,59:28.0
9/5/2022,6,2502598.144,2505852.928,3254.784,3011.177,243.561,0,0.725,0.89,0,59:45.0,59:14.0,59:45.0
9/4/2022,6,2498194.432,2502598.144,4403.712,0,0,4403.841,0,0.001,1.671,59:14.0,59:35.0,59:14.0
9/3/2022,6,2493747.2,2498194.432,4447.232,0,0,4447.158,0,0,1.618,59:35.0,59:18.0,59:35.0
9/2/2022,6,2489550.592,2493747.2,4196.608,3613.589,583.026,0,0.825,0.914,0.001,59:18.0,59:21.0,59:18.0
9/1/2022,6,2485186.304,2489550.592,4364.288,4045.322,319.03,0,0.708,0.914,0,59:21.0,00:26.0,59:21.0
8/31/2022,6,2481323.264,2485186.304,3863.04,3358.092,504.988,0,0.721,0.9,0,58:15.0,59:07.0,58:15.0
8/30/2022,6,2477462.528,2481323.264,3860.736,3188.94,671.762,0,0.717,0.896,0,59:07.0,59:02.0,59:07.0
8/29/2022,6,2471888.384,2477462.528,5574.144,2848.844,19.374,2705.874,0.698,1.555,0.872,59:02.0,39:00.0,59:02.0
8/28/2022,6,2422045.952,2471888.384,49842.432,30680.504,4504.37,14657.615,6.566,7.493,5.606,39:00.0,13:00.0,39:00.0
8/16/2022,6,2419522.56,2422045.952,2523.392,2005.748,517.461,0,0.008,0.738,0,13:00.0,59:00.0,13:00.0
8/15/2022,6,2419411.2,2419522.56,111.36,111.366,0,0.093,1.308,0.206,0,59:00.0,59:59.0,59:00.0
8/7/2022,6,2418553.6,2419411.2,857.6,0,0,857.569,0,0,0.689,59:59.0,59:00.0,59:59.0
8/6/2022,6,2414780.416,2418553.6,3773.184,0,0,3773.206,0,0,1.602,59:00.0,59:00.0,59:00.0
8/5/2022,6,2411033.6,2414780.416,3746.816,3474.562,272.259,0,0.705,0.912,0,59:00.0,59:00.0,59:00.0
8/4/2022,6,2406137.344,2411033.6,4896.256,4272.591,623.559,0,0.685,0.896,0,59:00.0,59:00.0,59:00.0
8/3/2022,6,2401895.68,2406137.344,4241.664,3824.263,417.437,0,0.711,0.898,0,59:00.0,59:00.0,59:00.0
8/2/2022,6,2398937.344,2401895.68,2958.336,2378.341,580.116,0,0.685,0.889,0,59:00.0,59:00.0,59:00.0
8/1/2022,6,2394782.208,2398937.344,4155.136,3951.445,203.72,0,0.672,0.936,0,59:00.0,01:00.0,59:00.0
7/31/2022,6,2390802.944,2394782.208,3979.264,0,0,3979.24,0,0,1.581,58:00.0,59:00.0,58:00.0
7/30/2022,6,2386396.928,2390802.944,4406.016,0,0,4405.86,0,0,1.543,59:00.0,59:00.0,59:00.0
7/29/2022,6,2381854.976,2386396.928,4541.952,3964.032,577.943,0,0.682,0.888,0,59:00.0,59:00.0,59:00.0
7/28/2022,6,2378015.488,2381854.976,3839.488,0,0,3839.456,0,0,1.537,59:00.0,59:00.0,59:00.0
7/27/2022,6,2372982.016,2378015.488,5033.472,4530.8,502.839,0,0.887,0.893,0,59:00.0,59:00.0,59:00.0
